date,category,rank,asin,title,price,rating,review_count
2026-08-20,Tees & Polos,59,B0D357S3PV,Boldfit Tshirt for Man Regular fit Gym t Shirts for Men Workout Active wear t Shirt for Man Running Mens t-Shirts Running Tshirt for Men Workout Gym wear Mens,₹519.00,4.0 out of 5 stars,636
2026-08-20,Tees & Polos,60,B0CWV7716Y,Pinkmint Men's Solid Shirt | Soft Cotton Blend | Casual Shirt | Plain | Full Sleeve - Regular Fit (Available in Plus Size),₹399.00,3.5 out of 5 stars,"1,026"
2026-08-20,Tees & Polos,61,B0BXLMFN4R,THE Indian Garage CO Men Polycotton Slim Fit Shirt,₹542.00,4.0 out of 5 stars,"1,889"
2026-08-20,Tees & Polos,62,B0BPSWKRWV,FTX Men Polyester Regular Fit T-Shirt,₹388.00,3.8 out of 5 stars,"3,095"
2026-08-20,Tees & Polos,63,B0G4MN79JN,Lymio Men Shirt || Solid Shirt for Man || Full Sleeve || Casual Style (Packs Also Available) (Utility),₹549.00,3.7 out of 5 stars,22
2026-08-20,Tees & Polos,64,B0C1HC6184,AMERICAN CREW Polo Collar T-Shirt for Men with Pocket,₹699.00,4.2 out of 5 stars,"1,125"
2026-08-20,Tees & Polos,65,B07SK7RZBF,Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Mandarin Collar Tshirts | Half Sleeves | Plain - Regular Fit (Available in Plus Sizes),₹399.00,4.0 out of 5 stars,"11,361"
2026-08-20,Tees & Polos,66,B0D5HR322C,"Louis Philippe Men's Slim Fit Signature Oxford Easy Care, Natural Stretch Full Sleeve Solid Casual Shirt, Cotton","₹1,471.00",4.1 out of 5 stars,748
2026-08-20,Tees & Polos,67,B0H23BGB1W,Imsa Moda Men's Textured Fabric Solid Half-Open Collar T-Shirt | Full Sleeve Casual Shirt for Men | Comfortable Fall Wear,₹350.00,4.1 out of 5 stars,62
2026-08-20,Tees & Polos,68,B0DWS93932,Lymio Polo T Shirt for Men || T Shirt for Man || Collar T Shirt Style Men (Packs Also Available) (Polo-59-62),₹399.00,3.8 out of 5 stars,685
2026-08-20,Tees & Polos,69,B0CWP3L91R,Nobero Men's Graphic Printed Regular Fit Cotton T-Shirt (Pack of 3),₹999.00,3.9 out of 5 stars,"1,382"
2026-08-20,Tees & Polos,70,B0DBD19H3N,Majestic Man Men Comfort Slim Fit Checked Pure Cotton Half Sleeve Casual Shirt,₹499.00,4.1 out of 5 stars,"1,083"
2026-08-20,Tees & Polos,71,B0GGB88C74,IndoPrimo Men’s Striped Shirt | Premium Slim Fit Full Sleeve Formal Casual Shirt | Button-Down Cotton Shirt for Office,₹398.00,4.0 out of 5 stars,239
2026-08-20,Tees & Polos,72,B0GYJ8R15C,Scott International Men's Regular Fit T-Shirt | Men's T-Shirt | Tees for Man | Tshirt for Men Stylish | Round Neck Tshirt for Man,₹299.00,3.7 out of 5 stars,"43,356"
2026-08-20,Tees & Polos,73,B07PNBZ2CR,ONN Men's Polo,₹519.00,4.0 out of 5 stars,"3,475"
2026-08-20,Tees & Polos,74,B0H752HH7J,QUTUN Men's Premium Waffle Knit Henley Tshirt for Men,₹349.00,4.5 out of 5 stars,21
2026-08-20,Tees & Polos,75,B0CVSBJ8J6,Peter England Men's Slim Fit Full Sleeve Striped Formal Shirt | Cotton Rich | Wonder Fabric | Pin Point Oxford,₹939.00,4.3 out of 5 stars,368
2026-08-20,Tees & Polos,76,B08FJXPXHS,Amazon Brand - Symbol Men's Cotton Shirt | Kurta Placket Style | Casual | Plain | Full Sleeve | Summer - Regular Fit (Available in Plus Sizes),₹549.00,4.0 out of 5 stars,"3,394"
2026-08-20,Tees & Polos,77,B0DZP268MG,Amul Comfy Men’s Vest | 100% Cotton Single Jersey Fabric | U Neck Sleeveless Innerwear | Ultra Soft Hand Feel | Seamless Body | Superior Comfort Color May Vary (Pack of 3),₹214.00,4.1 out of 5 stars,492
2026-08-20,Tees & Polos,78,B0F47SWSNL,Highlander Men Shirt,₹450.00,4.0 out of 5 stars,"1,214"
2026-08-20,Tees & Polos,79,B0DZNNKQ3R,JVX Men T-Shirt | Full Sleeve T Shirt(MRT-209),₹499.00,3.7 out of 5 stars,"1,572"
2026-08-20,Tees & Polos,80,B073ZLQK9G,Amazon Brand - Symbol Men's Cotton Formal Shirt | Plain | Full Sleeve - Regular Fit (Available in Plus Sizes),₹549.00,3.8 out of 5 stars,"14,525"
2026-08-21,Bestsellers in Men's Clothing,1,B06Y2FG6R7,"Allen Solly Men’s Polo T‑Shirt | Comfortable Rich Cotton Blend, Band Collar, Regular Fit | Stylish & Premium All Day Wear",₹699.00,4.1 out of 5 stars,"82,375"
2026-08-21,Bestsellers in Men's Clothing,2,B07MZM26XG,Amazon Brand - Symbol Men's Cotton Rich Solid Polo Tshirt | Collar Tshirts | Half Sleeves | Plain-Regular Fit (Available in Plus Sizes and Combo Pack of 2),₹399.00,3.9 out of 5 stars,"39,788"
2026-08-21,Bestsellers in Men's Clothing,3,B0DGX12XXV,"SWAGR 12 Pairs Sports Cotton Ankle Length Socks for Men, Pack of 12., Assorted",₹196.99,4.1 out of 5 stars,"7,373"
2026-08-21,Bestsellers in Men's Clothing,4,B0CJFQWSYZ,Jockey 8009 Men Super Combed Cotton Solid Long Trunk Boxer Brief(Pack of 3),₹820.00,4.2 out of 5 stars,"4,175"
2026-08-21,Bestsellers in Men's Clothing,5,B012SX56OG,Jockey IC28 Men Tactel Microfiber Elastane Stretch Solid Trunk with Moisture Move Properties,₹629.00,4.4 out of 5 stars,"14,083"
2026-08-21,Bestsellers in Men's Clothing,6,B076CMJXML,Van Heusen Men's Cotton Solid Regular Fit Collar Polo T-Shirt,₹699.00,4.0 out of 5 stars,"45,135"
2026-08-21,Bestsellers in Men's Clothing,7,B014213DS8,Jockey 8037 Men Super Combed Cotton Solid Brief with Ultrasoft Waistband_(Pack of 2),₹398.00,4.3 out of 5 stars,"14,888"
2026-08-21,Bestsellers in Men's Clothing,8,B0DWK2B887,KOTTY Mens Regular Fit|Classic Design with Stylish Look |Day Comfort|Mide Rise Strachable Jeans,₹520.00,3.7 out of 5 stars,"2,556"
2026-08-21,Bestsellers in Men's Clothing,9,B0D4VQ5NDD,Louis Philippe Men's Slim Fit Single-Tuck Pique Stylized Sleeve Print and Contrast Tipping Half Sleeve Solid Cotton Polo Tshirt,₹869.00,4.0 out of 5 stars,"1,617"
2026-08-21,Bestsellers in Men's Clothing,10,B071KKRY5N,Lux Cozi Men's White Round Neck Sleeveless Cotton Vest (Pack of 3),₹349.00,4.2 out of 5 stars,"14,393"
2026-08-21,Bestsellers in Men's Clothing,11,B0FBWMFNLC,"DAMENSCH Form Shapewear for Men, Comfortable and Stretchy Body Shaper for Man, Posture Correcting Tummy Tucker, Breathable Gynecomastia Compression T Shirt, Ideal for Parties Shirt Tucker for Men",₹979.00,3.5 out of 5 stars,654
2026-08-21,Bestsellers in Men's Clothing,12,B00W04OTYM,Jockey 8820 Men's Super Combed Cotton Round Neck Sleeveless Vest with Extended Length for Easy Tuck (Pack of 3),₹647.00,4.3 out of 5 stars,"12,785"
2026-08-21,Bestsellers in Men's Clothing,13,B073WCLVH6,Van Heusen Men’s Cotton Boxer Briefs Pack of 2 | Long Trunk | No ride-up | Super Combed Cotton for softness | Open Front Fly | Moisture‑Wicking | Sweat Absorbant | All‑Day Fresh Technology | Long Lasting Colors |Soft Plush Waistband | Label‑Free Comfort | style 10032,₹518.00,4.1 out of 5 stars,"17,551"
2026-08-21,Bestsellers in Men's Clothing,14,B0DHXJT8HR,"ROYALSCOUT Men's Cotton Polyester Blend Solid Regular Fit Full Sleeve Short Kurta | Ethnic, Lightweight Summer Kurta for Daily & Occasion Use",₹495.00,4.0 out of 5 stars,"3,135"
2026-08-21,Bestsellers in Men's Clothing,15,B0F4NGRKY4,DEELMO Men's Casual Button Down Shirts Long Sleeve Linen Shirt Fashion Textured Beach Summer Shirt,₹495.00,4.0 out of 5 stars,"1,255"
2026-08-21,Bestsellers in Men's Clothing,16,B09XMV6125,Peter England Men's Regular Fit Insignia Half Sleeve Polo T-Shirt | Cotton Rich | Premium Pique Weave,₹648.00,4.0 out of 5 stars,"4,187"
2026-08-21,Bestsellers in Men's Clothing,17,B07X63HHPH,Levi's 010 Classic Boxer Briefs for Men | 100% Pure Cotton | Breathable | Branded Inner Elastic | Anti-Roll Waistband | Supportive Gusset | Functional Fly | No Ride-Up Long Length Fit | Pack of 2,₹440.00,4.1 out of 5 stars,"12,553"
2026-08-21,Bestsellers in Men's Clothing,18,B0DB5FHWGV,Mehrang Men's Stretchable Stretchable Formal Pant Trousers | Stylish Slim Fit Men's Wear Trousers for Office or Party | Polycotton Knitted Fabric,₹299.00,3.5 out of 5 stars,"2,763"
2026-08-21,Bestsellers in Men's Clothing,19,B0C1RY2VXR,Peter England Men's Snug Fit Solid Polo T-Shirt with Coloured Collar Tipping| Cotton Rich| Premium Pique Weave,₹602.10,4.1 out of 5 stars,"3,135"
2026-08-21,Bestsellers in Men's Clothing,20,B08R8X6QB2,Peter England Men Cotton Ankle Length Socks,₹295.00,4.0 out of 5 stars,"4,699"
2026-08-21,Bestsellers in Men's Clothing,21,B0BWPGC2PR,"SWAGR Ankle Socks for Men & Women, Multicolor, Pack of 5, Free Size",₹115.00,3.9 out of 5 stars,"5,670"
2026-08-21,Bestsellers in Men's Clothing,22,B0C3HRWRBF,"ZORO Men's Genuine Leather Belt for Men | Black,Brown,Tan",₹269.00,4.0 out of 5 stars,"2,628"
2026-08-21,Bestsellers in Men's Clothing,23,B0CBX5119W,U TURN Men's Casual Printed Striped Stylish Latest Formal Plus Size Shirt for Men | Cotton Mix 220 GSM,₹398.00,3.5 out of 5 stars,"2,381"
2026-08-21,Bestsellers in Men's Clothing,24,B0FVY7GNBN,Men's Cotton Baggy Trackpants | Oversized Fit Streetwear & Gym Wear | Comfortable Casual Joggers for Men,₹299.00,3.8 out of 5 stars,"1,742"
2026-08-21,Bestsellers in Men's Clothing,25,B012STPJMY,Jockey 2714 Men Super Combed Cotton Rich Round Neck Half Sleeve T-Shirt,₹530.00,4.2 out of 5 stars,"21,424"
2026-08-21,Bestsellers in Men's Clothing,26,B0CVXR2T43,Lux Cozi Men's Half Sleeve Soild Casual Regular Fit T-Shirt with Chest Pocket | Polo Tshirt for Men,₹395.00,3.9 out of 5 stars,"3,834"
2026-08-21,Bestsellers in Men's Clothing,27,B0DRFN3SBV,Lymio Men Shorts || Cotton Short for Men || with Pocket Style (Shorts-09-12),₹599.00,3.8 out of 5 stars,"1,583"
2026-08-21,Bestsellers in Men's Clothing,28,B0DF794BDK,Lymio Cargo for Men | Cotton Cargo Pant | Drawstring Waist Pant (Also Available in Plus Sizes) (46-49),₹799.00,3.5 out of 5 stars,"1,698"
2026-08-21,Bestsellers in Men's Clothing,29,B0B5GYS4YC,XYXX Men's Aero Super Combed Cotton Regular Fit Solid Antimicrobial Trunks with No Marks Waistband (Pack of 2),₹439.00,4.0 out of 5 stars,"5,996"
2026-08-21,Bestsellers in Men's Clothing,30,B081QJRMW9,Amazon Brand - Symbol Men's Solid Cotton Formal Shirt | Plain | Full Sleeve - Regular Fit (Available in Plus Sizes),₹549.00,3.9 out of 5 stars,"11,171"
2026-08-21,Bestsellers in Men's Clothing,51,B0BK1HQZD4,"HAMMONDS FLYCATCHER Genuine Leather Belt for Men, Premium Leather Belt with Auto Lock mechanism, Mens Belt Leather Branded with Slide Lock for Everyday Wear",₹889.00,4.4 out of 5 stars,"2,655"
2026-08-21,Bestsellers in Men's Clothing,52,B01420KN9G,Jockey Men Boxer Briefs,₹550.00,4.2 out of 5 stars,"13,363"
2026-08-21,Bestsellers in Men's Clothing,53,B0GSGXJX7Y,boffi ... 100% Cotton Oversized T-Shirt Unisex Drop Shoulder Dye Washed Street Look Black Pack of 1,₹332.00,3.5 out of 5 stars,"1,810"
2026-08-21,Bestsellers in Men's Clothing,54,B073X4KMH6,Amazon Brand - Symbol Men's Solid Cotton T Shirt | Round Neck | Half Sleeve | Plain-Regular Fit (Available in Plus Sizes),₹349.00,4.0 out of 5 stars,"19,747"
2026-08-21,Bestsellers in Men's Clothing,55,B0HBQVNZYW,"DEEMOON Men's Premium Cotton Blend Printed Checkered Shirt | Full Sleeve Plaid Casual Button-Down Shirt | Soft & Comfortable Regular Fit | Office, Travel & Everyday Wear",₹494.00,4.1 out of 5 stars,10
2026-08-21,Bestsellers in Men's Clothing,56,B00W062UQO,Jockey 9930 Men Super Combed Cotton Rib Solid Round Neck Muscle Vest Regular Fit,₹359.00,4.2 out of 5 stars,"10,621"
2026-08-21,Bestsellers in Men's Clothing,57,B0FMFCQ633,"MADHAVISTA Combo of Men’s Casual Cotton Blend Shirt || Long Sleeve Button Down with Spread Collar | Lightweight Breathable Fabric | Stylish Solid Shirt for Beach, Office & Everyday Wear Pack of 2",₹495.00,3.7 out of 5 stars,461
2026-08-21,Bestsellers in Men's Clothing,58,B0C3DBY5WV,Pepe Jeans Men's Solid Cotton Poly Regular Fit Track Pants | Relaxed Athleisure Sportswear for Gym & Leisure Wear | Durable Poly Cotton Blend | Adjustable Elastic Waist with Drawstring | Dual Pockets,₹749.00,3.8 out of 5 stars,"3,420"
2026-08-21,Bestsellers in Men's Clothing,59,B07X42YDKZ,Levi's 001 Classic Boxer Brief for Men | 100% Pure Cotton | Solid | Mid-Rise Men's Underwear | Anti-Roll Waistband | Durable Comfort with Extra Supportive Gusset | Functional Fly | Pack of 2,₹434.00,3.9 out of 5 stars,"5,085"
2026-08-21,Bestsellers in Men's Clothing,60,B0D4VPH1YB,Louis Philippe Men's Slim Fit Premium High-End Pique in Superior Cotton Cut & Sew Design Color Block Shoulder Half Sleeve Polo Tshirt,"₹1,160.10",4.1 out of 5 stars,968
2026-08-21,Bestsellers in Men's Clothing,61,B07CYX8R5J,Amazon Brand - Symbol Men's Cotton Shirt | Casual | Plain | Full Sleeve | Summer - Regular Fit (Available in Plus Sizes),₹549.00,3.8 out of 5 stars,"9,036"
2026-08-21,Bestsellers in Men's Clothing,62,B01CP5V3SA,Jockey FP04 Men Super Combed Cotton Rib Round Neck Sleeveless Vest Regular Fit,₹349.00,4.3 out of 5 stars,"8,605"
2026-08-21,Bestsellers in Men's Clothing,63,B0DP7M6DRY,Lymio Polo T Shirt for Men || T Shirt for Man || Collar T Shirt Style Men (Packs Also Available) (Polo-40-43),₹429.00,3.6 out of 5 stars,920
2026-08-21,Bestsellers in Men's Clothing,64,B0G6KM9NS8,"Linen Pants for man | Lower for man | Chinos for Casual Wear |Straight fit Trouser for Men | Elastic Waist Brethable All Season Pants for Regular, Office Wear",₹745.00,3.9 out of 5 stars,"1,108"
2026-08-21,Bestsellers in Men's Clothing,65,B0BDYRFZYD,"Jockey US57 Men Super Combed Mercerized Cotton Woven Printed Boxer Shorts with Side Pockets_(Pack of 2, Prints May Vary)",₹999.00,4.1 out of 5 stars,"4,134"
2026-08-21,Bestsellers in Men's Clothing,66,B0CNKNMSBL,"Boldfit Arm Sleeves for Men & Women UV Protection Hand Sleeve with Thumb for Boys & Girls Sun Protection Cover for Running, Bike Riding, Cricket - Nylon - Black - 1 Pair",₹189.00,3.9 out of 5 stars,"3,485"
2026-08-21,Bestsellers in Men's Clothing,67,B0C96Y6V7Q,Lux Cozi Men's Cotton Solid Polo Tshirt | Collar Tshirts | Half Sleeves | Stylish & Premium All Day Wear | Pack of 1 Regular Fit,₹380.00,3.8 out of 5 stars,"8,257"
2026-08-21,Bestsellers in Men's Clothing,68,B0FHDL7JY8,LEOTUDE Men's Half Sleeve Round Neck Cottonblend Graphic Print Oversized,₹298.00,3.9 out of 5 stars,"1,141"
2026-08-21,Bestsellers in Men's Clothing,69,B07YT1GKKH,Amazon Brand - Symbol Men's Stretchable Formal Pants | Trousers (Slim Fit),₹799.00,3.8 out of 5 stars,"16,317"
2026-08-21,Bestsellers in Men's Clothing,70,B09X5RLGY5,Jockey 7036 Men Compact Cotton Terry Ankle Length Socks With StayFresh Treatment_(Pack of 3),₹432.00,4.1 out of 5 stars,"4,373"
2026-08-21,Bestsellers in Men's Clothing,71,B0GKV18R4N,AUSK Baggy Hip-Hop T-Shirt for Men - Graphic Printed T Shirts || Oversized Men Tshirt || T-Shirts,₹298.00,3.4 out of 5 stars,311
2026-08-21,Bestsellers in Men's Clothing,72,B07DN1BJ51,Allen Solly Mens Cotton Casual Shirt | Regular Collar | Soft Breathable Fabric | Everyday Smart Casual Wear,"₹1,099.00",3.7 out of 5 stars,"18,609"
2026-08-21,Bestsellers in Men's Clothing,73,B0CZL9H7J5,XYXX Men's Nova 100% Combed Cotton Regular Fit Polo T-Shirt,₹629.00,3.9 out of 5 stars,748
2026-08-21,Bestsellers in Men's Clothing,74,B01420GCWI,Jockey 8008 Men Super Combed Cotton Solid Long Trunk Boxer Brief(Pack of 2),₹520.00,4.3 out of 5 stars,"11,226"
2026-08-21,Bestsellers in Men's Clothing,75,B0DRFN3213,Lymio Polo T Shirt for Men || T Shirt for Man || Collar T Shirt Style Men (Packs Also Available) (Polo-51-54),₹529.00,3.6 out of 5 stars,806
2026-08-21,Bestsellers in Men's Clothing,76,B0CGLLYV2D,CB-COLEBROOK Men's Regular Fit Solid Soft Touch Cotton Casual Shirt with Pocket Design with Spread Collar & Full Sleeves (Available in Plus Size),₹495.00,3.6 out of 5 stars,"4,564"
2026-08-21,Bestsellers in Men's Clothing,77,B0DGDB5PF1,GRECIILOOKS Men's Loose Mid Rise Casual Trousers Pants | Regular | Sports Stylish Track Pant | Sweatpants (Available in Plus Size),₹499.00,3.8 out of 5 stars,"3,663"
2026-08-21,Bestsellers in Men's Clothing,78,B08353R4CD,Max Men's Polycotton Half Sleeves Regular Fit Solid Polo T-Shirt,₹329.00,4.0 out of 5 stars,"15,310"
2026-08-21,Bestsellers in Men's Clothing,79,B0CK6LC8QR,Majestic Man Men Classic Slim Fit Pure Cotton Casual Shirt,₹499.00,3.9 out of 5 stars,"2,280"
2026-08-21,Bestsellers in Men's Clothing,80,B08JQD1QYZ,"Supersox Calf Length Formal Office Socks for Man | Combed Cotton | Breathable, Moisture Absorbent & Anti-Odor | Free Size | Pack of 3",₹277.00,4.1 out of 5 stars,"4,300"
2026-08-21,Trunks,1,B012SX56OG,Jockey IC28 Men Tactel Microfiber Elastane Stretch Solid Trunk with Moisture Move Properties,₹629.00,4.4 out of 5 stars,"14,083"
2026-08-21,Trunks,2,B0B5GYS4YC,XYXX Men's Aero Super Combed Cotton Regular Fit Solid Antimicrobial Trunks with No Marks Waistband (Pack of 2),₹439.00,4.0 out of 5 stars,"5,996"
2026-08-21,Trunks,3,B08V56NV1B,"XYXX Men's Uno Micromodal Antimicrobial Trunks | Snug Fit, 4-Way Stretch & No-Marks Waistband Underwear for Men Combo (Pack of 2)",₹499.00,3.9 out of 5 stars,"8,459"
2026-08-21,Trunks,4,B0GWQSFZ98,SWAGR 5 Pack Men's Super Combed Cotton Underwear Trunks | Classic TruComfort Fit | Powered by ZincShield Anti-Bacterial Tech | Aerflo Breathability | 4-Way FlexStretch | SOXCO Style SG05,₹594.14,4.1 out of 5 stars,573
2026-08-21,Trunks,5,B0DXPPCRJQ,XYXX Men's Aero Super Combed Cotton Regular Fit Solid Antibacterial Trunk,"₹1,099.00",4.2 out of 5 stars,953
2026-08-21,Trunks,6,B071GYQ6SY,Lux Cozi Mens 100% Cotton Solid Mini Trunk | Mini Trunk Underwear for Men | Color and Print May Vary | Pack of 3,₹379.00,3.8 out of 5 stars,"7,708"
2026-08-21,Trunks,7,B07S3H5YXD,Levi's 003 Classic Trunk for Men | 100% Pure Cotton | Solid | Durable Comfort | Breathable Men's Underwear | Anti-Roll Waistband | Extra Supportive Gusset | No Ride-Up Leg Fit | Pack of 2,₹440.00,3.9 out of 5 stars,"6,637"
2026-08-21,Trunks,8,B0BL3HQP75,Lux Cozi Men's Cotton Bigshot Trunk - Pack of 3,₹369.00,3.9 out of 5 stars,"1,426"
2026-08-21,Trunks,9,B0FWBKJ29C,Jockey FP23 Men Super Combed Cotton Elastane Stretch Printed Trunk with Ultrasoft Waistband_(Prints May Vary),₹378.00,4.0 out of 5 stars,"6,045"
2026-08-21,Trunks,10,B08RHJZDXX,DAMENSCH Deo-Cotton Solid Underwear Pack of 1 Breathable Inner for Men Cotton Trunks for Men Pack No-Marks Waistband Mens Underwear Moisture Wicking Underwear for Men Combo,₹289.00,4.2 out of 5 stars,"1,616"
2026-08-21,Trunks,11,B0D3DN978Y,U.S. Polo ASSN. Mens OET06 Flag Elastic Antibacterial Underwear Trunks - Pack of 2,₹622.00,4.0 out of 5 stars,778
2026-08-21,Trunks,12,B0GWDCSW62,"DAMENSCH Men’s Compression Shapewear Trunk, Comfortable Stretchy Body Shaper, Posture Correcting Tummy Tucker, Breathable Support Underwear","₹1,199.00",3.9 out of 5 stars,93
2026-08-21,Trunks,13,B00WFSO8BC,Jockey 1015 Men's Super Combed Cotton Rib Solid Trunk with Stay Fresh Properties,₹299.00,4.1 out of 5 stars,"9,016"
2026-08-21,Trunks,15,B00W04L49K,Jockey US21 Men's Super Combed Cotton Elastane Stretch Solid Trunk with Ultrasoft Waistband,₹329.00,4.0 out of 5 stars,"15,831"
2026-08-21,Trunks,16,B0BQ6GMMVP,U.S. Polo ASSN. Mens ET002 Anti Microbial Branded Stretch Cotton Underwear Trunk -Pack of 2,₹654.00,4.0 out of 5 stars,"1,754"
2026-08-21,Trunks,17,B08RHNRQMC,DAMENSCH Deo-Cotton Printed Underwear for Men,₹879.00,4.2 out of 5 stars,"4,060"
2026-08-21,Trunks,18,B0F2SSLSS5,HEELIUM Bamboo Underwear Trunk for Men | 3X Softer Than Cotton & Odour Free | Stretchy Fabric & Durable Waistband,₹899.00,4.0 out of 5 stars,"1,009"
2026-08-21,Trunks,19,B0C6QVTF3L,Lux Cozi Men's Cotton Printed Mini Trunks Pack of 3 | Inner Elastic Waistband | Soft & Breathable Cotton Underwear for Men | Printed Mini Trunk | Comfortable Everyday Innerwear -Color & Print May Vary,₹449.00,3.8 out of 5 stars,"4,902"
2026-08-21,Trunks,20,B0B9GD6RNV,Jockey NY02 Men Super Combed Cotton Elastane Stretch Printed Trunk with Ultrasoft Waistband_(Prints May Vary),₹429.00,4.1 out of 5 stars,"1,457"
2026-08-21,Trunks,21,B08W9PNQM5,"XYXX Men's Uno Micromodal Antimicrobial Trunks | Snug Fit, 4-Way Stretch & No-Marks Waistband Underwear for Men Combo (Pack of 5)","₹1,249.00",4.0 out of 5 stars,"1,459"
2026-08-21,Trunks,22,B07N2QNF55,"DAMENSCH Deo-Soft Solid Supima Modal Fabric Trunk | 3x Softer than Regular Cotton, 5x Odour-Cancellation, Advanced Moisture Control, Lasts 2x Longer than Regular Modal Underwear",₹439.00,4.3 out of 5 stars,"1,700"
2026-08-21,Trunks,23,B0CJFTD6HQ,Jockey 8009 Men Super Combed Cotton Solid Long Trunk Boxer Brief(Pack of 3),₹840.00,4.2 out of 5 stars,"4,175"
2026-08-21,Trunks,24,B0CVSFMR7J,DAMENSCH Men Trunks,₹559.00,4.3 out of 5 stars,433
2026-08-21,Trunks,25,B098SMNF2H,"Dixcy Scott Cross Trunk | Long Leg Trunks for Men | 100% Combed Cotton | Soft, Sweat-Absorbent Waistband | C-Open Front Men's Underwear | Self-Hem Leg Grip Innerwear for Man | Pack of 3",₹364.00,3.8 out of 5 stars,"11,717"
2026-08-21,Trunks,26,B07X42YDKZ,Levi's 001 Classic Boxer Brief for Men | 100% Pure Cotton | Solid | Mid-Rise Men's Underwear | Anti-Roll Waistband | Durable Comfort with Extra Supportive Gusset | Functional Fly | Pack of 2,₹434.00,3.9 out of 5 stars,"5,085"
2026-08-21,Trunks,27,B08WRHNMJX,DAMENSCH Pack of 2 Regular Fit Printed Cotton Blend Anti-Bacterial Moisture Wicking Breathable Microfiber Waistband Stretchable Deo Cotton Trunk for Men,₹548.00,4.2 out of 5 stars,"3,528"
